0	3
22	4
26	1
27	2
33	1
36	2
38	1
42	3
44	1
47	3
50	3
52	1
55	2
57	2
61	2
63	2
66	4
68	3
72	5
73	3
77	2
78	3
83	1
84	6
89	5
94	3
100	2
