0	108
6	1
15	1
17	1
20	1
21	8
22	10
25	1
26	2
28	1
30	2
31	5
32	1
33	1
34	1
35	2
36	4
38	3
40	1
41	1
42	3
44	5
45	2
47	7
48	1
50	12
51	1
52	3
54	2
55	10
57	4
58	1
60	1
61	5
63	8
66	9
68	5
70	2
71	2
72	10
73	4
77	7
78	5
83	7
84	5
88	16
89	10
94	24
100	47
