0	13
5	1
17	1
21	2
22	7
30	1
31	4
33	1
35	1
36	2
38	3
42	1
44	3
47	4
50	3
52	1
55	4
57	3
61	3
63	4
66	3
68	2
70	2
72	4
73	3
77	3
78	4
83	6
84	3
88	15
89	7
94	13
100	31
